Date,Product,Location,Quantity,Revenue
2023-01-18,Espresso,Downtown,3,9.0
2023-01-18,Latte,Downtown,2,9.0
2023-01-18,Mocha,Suburb,5,25.0
2023-01-18,Mocha,Downtown,1,5.0
2023-01-18,Mocha,Suburb,5,25.0
2023-01-18,Latte,Suburb,5,22.5
2023-01-18,Americano,Downtown,2,7.0
2023-01-18,Espresso,Uptown,1,3.0
2023-01-18,Americano,Uptown,2,7.0
2023-01-18,Americano,Uptown,2,7.0
2023-01-18,Latte,Suburb,3,13.5
2023-01-18,Latte,Suburb,5,22.5
2023-01-18,Americano,Suburb,5,17.5
2023-01-18,Latte,Uptown,4,18.0
2023-01-18,Latte,Suburb,4,18.0
2023-01-18,Espresso,Uptown,1,3.0
2023-01-18,Espresso,Downtown,3,9.0
2023-01-18,Cappuccino,Suburb,1,4.0
2023-01-18,Americano,Suburb,3,10.5
2023-01-18,Cappuccino,Downtown,3,12.0
2023-01-18,Americano,Uptown,2,7.0
2023-01-18,Mocha,Suburb,4,20.0
2023-01-18,Cappuccino,Downtown,1,4.0
2023-01-18,Mocha,Downtown,3,15.0
2023-01-18,Cappuccino,Downtown,2,8.0
2023-01-18,Latte,Uptown,3,13.5
2023-01-18,Americano,Uptown,5,17.5
2023-01-18,Mocha,Uptown,1,5.0
2023-01-18,Cappuccino,Uptown,3,12.0
2023-01-18,Latte,Suburb,3,13.5
2023-01-18,Espresso,Downtown,3,9.0
2023-01-18,Mocha,Uptown,4,20.0
2023-01-18,Mocha,Uptown,2,10.0
2023-01-18,Mocha,Suburb,4,20.0
2023-01-18,Espresso,Suburb,3,9.0
2023-01-18,Latte,Suburb,4,18.0
2023-01-18,Latte,Uptown,5,22.5
2023-01-18,Cappuccino,Suburb,3,12.0
2023-01-18,Espresso,Downtown,1,3.0
2023-01-18,Espresso,Suburb,3,9.0
2023-01-18,Espresso,Uptown,5,15.0
2023-01-18,Mocha,Downtown,4,20.0
2023-01-18,Espresso,Uptown,1,3.0
2023-01-18,Espresso,Suburb,4,12.0
2023-01-19,Latte,Downtown,4,18.0
2023-01-19,Espresso,Suburb,2,6.0
2023-01-19,Latte,Downtown,5,22.5
2023-01-19,Mocha,Downtown,2,10.0
2023-01-19,Latte,Downtown,3,13.5
2023-01-19,Espresso,Uptown,5,15.0
2023-01-19,Latte,Suburb,2,9.0
2023-01-19,Mocha,Uptown,3,15.0
2023-01-19,Mocha,Downtown,5,25.0
2023-01-19,Cappuccino,Suburb,3,12.0
2023-01-19,Mocha,Uptown,3,15.0
2023-01-19,Cappuccino,Downtown,1,4.0
2023-01-19,Cappuccino,Uptown,5,20.0
2023-01-19,Mocha,Suburb,1,5.0
2023-01-19,Espresso,Uptown,4,12.0
2023-01-19,Cappuccino,Suburb,3,12.0
2023-01-19,Mocha,Downtown,1,5.0
2023-01-19,Cappuccino,Downtown,4,16.0
2023-01-19,Cappuccino,Suburb,4,16.0
2023-01-19,Latte,Suburb,3,13.5
2023-01-19,Espresso,Suburb,1,3.0
2023-01-19,Americano,Suburb,3,10.5
2023-01-19,Espresso,Downtown,2,6.0
2023-01-19,Espresso,Suburb,2,6.0
2023-01-19,Latte,Downtown,2,9.0
2023-01-19,Cappuccino,Uptown,1,4.0
2023-01-19,Espresso,Suburb,5,15.0
2023-01-19,Espresso,Uptown,5,15.0
2023-01-20,Americano,Downtown,1,3.5
2023-01-20,Espresso,Uptown,4,12.0
2023-01-20,Americano,Uptown,4,14.0
2023-01-20,Americano,Downtown,2,7.0
2023-01-20,Espresso,Suburb,1,3.0
2023-01-20,Mocha,Uptown,5,25.0
2023-01-20,Espresso,Downtown,5,15.0
2023-01-20,Americano,Downtown,2,7.0
2023-01-20,Mocha,Suburb,1,5.0
2023-01-20,Latte,Suburb,2,9.0
2023-01-20,Espresso,Downtown,2,6.0
2023-01-20,Espresso,Suburb,2,6.0
2023-01-20,Espresso,Suburb,3,9.0
2023-01-20,Latte,Uptown,2,9.0
2023-01-20,Americano,Uptown,2,7.0
2023-01-20,Espresso,Suburb,5,15.0
2023-01-20,Latte,Suburb,2,9.0
2023-01-20,Americano,Suburb,2,7.0
2023-01-20,Cappuccino,Suburb,5,20.0
2023-01-20,Americano,Uptown,5,17.5
2023-01-20,Latte,Downtown,1,4.5
2023-01-20,Latte,Suburb,5,22.5
2023-01-20,Espresso,Suburb,2,6.0
2023-01-20,Americano,Uptown,5,17.5
2023-01-21,Latte,Uptown,5,22.5
2023-01-21,Espresso,Suburb,3,9.0
2023-01-21,Mocha,Downtown,4,20.0
2023-01-21,Espresso,Uptown,1,3.0
2023-01-21,Latte,Downtown,4,18.0
2023-01-21,Mocha,Uptown,4,20.0
2023-01-21,Cappuccino,Uptown,5,20.0
2023-01-21,Cappuccino,Uptown,3,12.0
2023-01-21,Espresso,Uptown,2,6.0
2023-01-21,Espresso,Suburb,5,15.0
2023-01-21,Latte,Uptown,2,9.0
2023-01-21,Mocha,Downtown,3,15.0
2023-01-21,Mocha,Downtown,2,10.0
2023-01-21,Latte,Downtown,3,13.5
2023-01-21,Mocha,Suburb,4,20.0
2023-01-21,Cappuccino,Downtown,3,12.0
2023-01-21,Americano,Suburb,3,10.5
2023-01-21,Cappuccino,Downtown,4,16.0
2023-01-21,Americano,Uptown,4,14.0
2023-01-21,Espresso,Uptown,1,3.0
2023-01-21,Latte,Uptown,5,22.5
2023-01-21,Mocha,Downtown,2,10.0
2023-01-21,Americano,Uptown,1,3.5
2023-01-21,Latte,Uptown,4,18.0
2023-01-21,Americano,Suburb,4,14.0
2023-01-21,Espresso,Suburb,1,3.0
2023-01-21,Latte,Uptown,2,9.0
2023-01-21,Espresso,Suburb,3,9.0
2023-01-21,Mocha,Uptown,1,5.0
2023-01-21,Mocha,Downtown,5,25.0
2023-01-21,Americano,Downtown,3,10.5
2023-01-21,Americano,Uptown,1,3.5
2023-01-21,Mocha,Suburb,4,20.0
2023-01-21,Americano,Uptown,5,17.5
2023-01-21,Americano,Downtown,2,7.0
2023-01-21,Latte,Uptown,3,13.5
2023-01-21,Espresso,Suburb,3,9.0
2023-01-21,Cappuccino,Downtown,5,20.0
2023-01-21,Americano,Uptown,5,17.5
2023-01-21,Latte,Downtown,1,4.5
2023-01-22,Espresso,Uptown,5,15.0
2023-01-22,Mocha,Downtown,5,25.0
2023-01-22,Americano,Downtown,3,10.5
2023-01-22,Americano,Uptown,2,7.0
2023-01-22,Mocha,Suburb,3,15.0
2023-01-22,Americano,Uptown,5,17.5
2023-01-22,Americano,Suburb,4,14.0
2023-01-22,Americano,Uptown,4,14.0
2023-01-22,Latte,Uptown,3,13.5
2023-01-22,Latte,Uptown,5,22.5
2023-01-22,Espresso,Suburb,1,3.0
2023-01-22,Americano,Uptown,3,10.5
2023-01-22,Americano,Suburb,2,7.0
2023-01-22,Latte,Suburb,4,18.0
2023-01-22,Cappuccino,Suburb,5,20.0
2023-01-22,Mocha,Downtown,2,10.0
2023-01-22,Latte,Suburb,1,4.5
2023-01-22,Cappuccino,Downtown,4,16.0
2023-01-22,Espresso,Uptown,2,6.0
2023-01-22,Mocha,Suburb,2,10.0
2023-01-22,Mocha,Suburb,5,25.0
2023-01-22,Mocha,Suburb,1,5.0
2023-01-22,Cappuccino,Suburb,2,8.0
2023-01-22,Americano,Uptown,4,14.0
2023-01-23,Mocha,Uptown,2,10.0
2023-01-23,Mocha,Suburb,3,15.0
2023-01-23,Americano,Uptown,3,10.5
2023-01-23,Americano,Uptown,2,7.0
2023-01-23,Cappuccino,Uptown,5,20.0
2023-01-23,Espresso,Downtown,3,9.0
2023-01-23,Espresso,Suburb,2,6.0
2023-01-23,Mocha,Uptown,4,20.0
2023-01-23,Espresso,Suburb,3,9.0
2023-01-23,Espresso,Downtown,5,15.0
2023-01-23,Americano,Uptown,4,14.0
2023-01-23,Espresso,Downtown,3,9.0
2023-01-23,Latte,Uptown,1,4.5
2023-01-23,Espresso,Uptown,3,9.0
2023-01-23,Mocha,Downtown,2,10.0
2023-01-23,Americano,Uptown,5,17.5
2023-01-23,Espresso,Downtown,1,3.0
2023-01-23,Americano,Suburb,5,17.5
2023-01-23,Cappuccino,Downtown,1,4.0
2023-01-23,Americano,Downtown,2,7.0
2023-01-23,Latte,Downtown,4,18.0
2023-01-23,Espresso,Suburb,4,12.0
2023-01-23,Latte,Suburb,2,9.0
2023-01-23,Latte,Suburb,2,9.0
2023-01-23,Mocha,Suburb,4,20.0
2023-01-23,Mocha,Suburb,2,10.0
2023-01-23,Espresso,Uptown,3,9.0
2023-01-23,Latte,Downtown,5,22.5
2023-01-23,Cappuccino,Suburb,1,4.0
2023-01-23,Cappuccino,Uptown,2,8.0
2023-01-23,Latte,Uptown,4,18.0
2023-01-23,Cappuccino,Suburb,3,12.0
2023-01-23,Latte,Downtown,3,13.5
2023-01-23,Americano,Suburb,1,3.5
2023-01-23,Espresso,Uptown,4,12.0
2023-01-23,Americano,Suburb,4,14.0
2023-01-24,Cappuccino,Suburb,4,16.0
2023-01-24,Espresso,Downtown,1,3.0
2023-01-24,Espresso,Downtown,4,12.0
2023-01-24,Espresso,Suburb,2,6.0
2023-01-24,Latte,Suburb,3,13.5
2023-01-24,Espresso,Suburb,2,6.0
2023-01-24,Cappuccino,Suburb,4,16.0
2023-01-24,Mocha,Suburb,3,15.0
2023-01-24,Latte,Uptown,1,4.5
2023-01-24,Cappuccino,Downtown,4,16.0
2023-01-24,Espresso,Downtown,1,3.0
2023-01-24,Espresso,Uptown,2,6.0
2023-01-24,Mocha,Uptown,3,15.0
2023-01-24,Espresso,Suburb,5,15.0
2023-01-24,Latte,Uptown,3,13.5
2023-01-24,Cappuccino,Downtown,1,4.0
2023-01-24,Mocha,Uptown,2,10.0
2023-01-24,Mocha,Suburb,5,25.0
2023-01-24,Espresso,Suburb,1,3.0
2023-01-24,Espresso,Uptown,5,15.0
2023-01-24,Cappuccino,Downtown,2,8.0
2023-01-24,Mocha,Downtown,4,20.0
2023-01-24,Americano,Uptown,4,14.0
2023-01-24,Americano,Uptown,5,17.5
2023-01-24,Cappuccino,Downtown,5,20.0
2023-01-24,Latte,Suburb,4,18.0
2023-01-24,Americano,Suburb,3,10.5
2023-01-24,Latte,Suburb,1,4.5
2023-01-24,Latte,Suburb,5,22.5
2023-01-24,Cappuccino,Suburb,5,20.0
2023-01-24,Cappuccino,Downtown,3,12.0
2023-01-24,Americano,Uptown,1,3.5
2023-01-24,Cappuccino,Suburb,5,20.0
2023-01-24,Mocha,Downtown,5,25.0
2023-01-24,Mocha,Downtown,4,20.0
2023-01-24,Cappuccino,Suburb,4,16.0
2023-01-24,Mocha,Suburb,1,5.0
2023-01-24,Americano,Uptown,3,10.5
2023-01-24,Latte,Uptown,3,13.5
2023-01-24,Latte,Suburb,2,9.0
2023-01-24,Americano,Downtown,1,3.5
2023-01-24,Mocha,Uptown,1,5.0
2023-01-24,Americano,Downtown,1,3.5
2023-01-24,Mocha,Downtown,3,15.0
2023-01-24,Mocha,Downtown,2,10.0
2023-01-24,Mocha,Uptown,4,20.0
2023-01-24,Mocha,Uptown,4,20.0
2023-01-24,Latte,Suburb,5,22.5
2023-01-25,Espresso,Downtown,2,6.0
2023-01-25,Americano,Uptown,5,17.5
2023-01-25,Cappuccino,Suburb,2,8.0
2023-01-25,Latte,Downtown,3,13.5
2023-01-25,Mocha,Suburb,5,25.0
2023-01-25,Mocha,Suburb,4,20.0
2023-01-25,Cappuccino,Downtown,4,16.0
2023-01-25,Espresso,Downtown,3,9.0
2023-01-25,Cappuccino,Suburb,1,4.0
2023-01-25,Latte,Suburb,4,18.0
2023-01-25,Americano,Downtown,2,7.0
2023-01-25,Cappuccino,Downtown,1,4.0
2023-01-25,Americano,Downtown,4,14.0
2023-01-25,Americano,Suburb,1,3.5
2023-01-25,Cappuccino,Suburb,1,4.0
2023-01-25,Mocha,Uptown,2,10.0
2023-01-25,Americano,Downtown,1,3.5
2023-01-25,Cappuccino,Suburb,3,12.0
2023-01-25,Cappuccino,Suburb,5,20.0
2023-01-25,Espresso,Suburb,5,15.0
2023-01-25,Espresso,Downtown,3,9.0
2023-01-25,Cappuccino,Suburb,5,20.0
2023-01-25,Cappuccino,Uptown,3,12.0
2023-01-25,Espresso,Downtown,5,15.0
2023-01-26,Americano,Suburb,2,7.0
2023-01-26,Mocha,Suburb,4,20.0
2023-01-26,Latte,Uptown,4,18.0
2023-01-26,Americano,Uptown,4,14.0
2023-01-26,Mocha,Downtown,3,15.0
2023-01-26,Mocha,Downtown,5,25.0
2023-01-26,Mocha,Downtown,2,10.0
2023-01-26,Espresso,Suburb,2,6.0
2023-01-26,Mocha,Downtown,5,25.0
2023-01-26,Mocha,Uptown,5,25.0
2023-01-26,Americano,Downtown,4,14.0
2023-01-26,Cappuccino,Uptown,2,8.0
2023-01-26,Espresso,Suburb,1,3.0
2023-01-26,Mocha,Uptown,1,5.0
2023-01-26,Americano,Suburb,2,7.0
2023-01-26,Latte,Uptown,4,18.0
2023-01-26,Americano,Suburb,1,3.5
2023-01-26,Latte,Downtown,5,22.5
2023-01-26,Americano,Downtown,4,14.0
2023-01-26,Cappuccino,Uptown,3,12.0
2023-01-26,Latte,Downtown,2,9.0
2023-01-26,Latte,Suburb,4,18.0
2023-01-26,Cappuccino,Suburb,5,20.0
2023-01-26,Cappuccino,Uptown,2,8.0
2023-01-26,Americano,Uptown,3,10.5
2023-01-26,Mocha,Uptown,5,25.0
2023-01-26,Espresso,Uptown,3,9.0
2023-01-26,Espresso,Suburb,4,12.0
2023-01-26,Mocha,Downtown,4,20.0
2023-01-26,Espresso,Downtown,3,9.0
2023-01-26,Espresso,Uptown,1,3.0
2023-01-26,Americano,Downtown,2,7.0
2023-01-26,Latte,Uptown,5,22.5
2023-01-26,Americano,Suburb,4,14.0
2023-01-26,Espresso,Downtown,2,6.0
2023-01-26,Espresso,Downtown,4,12.0
2023-01-26,Americano,Downtown,4,14.0
2023-01-26,Americano,Suburb,3,10.5
2023-01-26,Espresso,Uptown,4,12.0
2023-01-26,Mocha,Downtown,3,15.0
2023-01-26,Cappuccino,Downtown,5,20.0
2023-01-26,Mocha,Downtown,5,25.0
2023-01-26,Latte,Suburb,1,4.5
2023-01-26,Latte,Suburb,1,4.5
2023-01-26,Latte,Uptown,2,9.0
2023-01-26,Cappuccino,Downtown,2,8.0
2023-01-26,Latte,Downtown,5,22.5
2023-01-26,Mocha,Uptown,1,5.0
2023-01-26,Americano,Suburb,5,17.5
2023-01-26,Mocha,Suburb,4,20.0
2023-01-27,Latte,Suburb,5,22.5
2023-01-27,Mocha,Downtown,1,5.0
2023-01-27,Americano,Suburb,3,10.5
2023-01-27,Americano,Uptown,1,3.5
2023-01-27,Americano,Suburb,4,14.0
2023-01-27,Cappuccino,Downtown,1,4.0
2023-01-27,Americano,Downtown,2,7.0
2023-01-27,Cappuccino,Suburb,5,20.0
2023-01-27,Espresso,Uptown,3,9.0
2023-01-27,Mocha,Downtown,3,15.0
2023-01-27,Mocha,Uptown,5,25.0
2023-01-27,Cappuccino,Suburb,2,8.0
2023-01-27,Espresso,Suburb,1,3.0
2023-01-27,Latte,Downtown,4,18.0
2023-01-27,Mocha,Uptown,5,25.0
2023-01-27,Mocha,Downtown,1,5.0
2023-01-27,Cappuccino,Downtown,4,16.0
2023-01-27,Mocha,Suburb,3,15.0
2023-01-27,Americano,Downtown,5,17.5
2023-01-27,Latte,Downtown,2,9.0
2023-01-28,Americano,Uptown,3,10.5
2023-01-28,Latte,Downtown,3,13.5
2023-01-28,Americano,Suburb,1,3.5
2023-01-28,Cappuccino,Uptown,1,4.0
2023-01-28,Cappuccino,Suburb,2,8.0
2023-01-28,Mocha,Downtown,3,15.0
2023-01-28,Cappuccino,Suburb,2,8.0
2023-01-28,Americano,Uptown,5,17.5
2023-01-28,Espresso,Uptown,2,6.0
2023-01-28,Latte,Suburb,3,13.5
2023-01-28,Latte,Downtown,4,18.0
2023-01-28,Cappuccino,Downtown,3,12.0
2023-01-28,Americano,Suburb,5,17.5
2023-01-28,Mocha,Uptown,1,5.0
2023-01-28,Espresso,Uptown,4,12.0
2023-01-28,Cappuccino,Uptown,5,20.0
2023-01-28,Mocha,Uptown,2,10.0
2023-01-28,Americano,Suburb,4,14.0
2023-01-28,Latte,Suburb,3,13.5
2023-01-28,Cappuccino,Suburb,1,4.0
2023-01-28,Latte,Uptown,2,9.0
2023-01-28,Mocha,Suburb,2,10.0
2023-01-28,Mocha,Uptown,3,15.0
2023-01-28,Latte,Downtown,1,4.5
2023-01-28,Espresso,Uptown,3,9.0
2023-01-28,Espresso,Downtown,2,6.0
2023-01-28,Latte,Downtown,4,18.0
2023-01-28,Mocha,Suburb,5,25.0
2023-01-28,Americano,Uptown,1,3.5
2023-01-28,Latte,Downtown,3,13.5
2023-01-28,Americano,Downtown,5,17.5
2023-01-28,Americano,Uptown,4,14.0
2023-01-28,Latte,Uptown,4,18.0
2023-01-28,Mocha,Downtown,5,25.0
2023-01-28,Cappuccino,Suburb,5,20.0
2023-01-28,Cappuccino,Suburb,4,16.0
2023-01-28,Cappuccino,Downtown,3,12.0
2023-01-28,Espresso,Uptown,4,12.0
2023-01-28,Cappuccino,Downtown,2,8.0
2023-01-28,Mocha,Uptown,4,20.0
2023-01-28,Espresso,Uptown,1,3.0
2023-01-28,Espresso,Uptown,2,6.0
2023-01-28,Mocha,Suburb,5,25.0
2023-01-28,Cappuccino,Uptown,1,4.0
2023-01-28,Cappuccino,Uptown,1,4.0
2023-01-28,Mocha,Uptown,5,25.0
2023-01-28,Mocha,Uptown,4,20.0
2023-01-28,Espresso,Uptown,5,15.0
2023-01-29,Espresso,Uptown,5,15.0
2023-01-29,Cappuccino,Uptown,3,12.0
2023-01-29,Cappuccino,Uptown,3,12.0
2023-01-29,Espresso,Suburb,4,12.0
2023-01-29,Americano,Downtown,3,10.5
2023-01-29,Mocha,Uptown,4,20.0
2023-01-29,Espresso,Downtown,5,15.0
2023-01-29,Cappuccino,Suburb,5,20.0
2023-01-29,Cappuccino,Suburb,5,20.0
2023-01-29,Latte,Suburb,4,18.0
2023-01-29,Cappuccino,Uptown,3,12.0
2023-01-29,Latte,Uptown,4,18.0
2023-01-29,Cappuccino,Suburb,3,12.0
2023-01-29,Cappuccino,Uptown,2,8.0
2023-01-29,Mocha,Uptown,1,5.0
2023-01-29,Mocha,Suburb,4,20.0
2023-01-29,Americano,Uptown,5,17.5
2023-01-29,Americano,Suburb,4,14.0
2023-01-29,Americano,Downtown,3,10.5
2023-01-29,Americano,Suburb,1,3.5
2023-01-29,Latte,Downtown,3,13.5
2023-01-29,Cappuccino,Suburb,5,20.0
2023-01-29,Latte,Suburb,4,18.0
2023-01-29,Espresso,Uptown,1,3.0
2023-01-30,Latte,Uptown,2,9.0
2023-01-30,Americano,Suburb,5,17.5
2023-01-30,Americano,Suburb,5,17.5
2023-01-30,Cappuccino,Uptown,3,12.0
2023-01-30,Mocha,Uptown,5,25.0
2023-01-30,Americano,Downtown,3,10.5
2023-01-30,Latte,Uptown,1,4.5
2023-01-30,Espresso,Uptown,1,3.0
2023-01-30,Latte,Suburb,2,9.0
2023-01-30,Espresso,Uptown,3,9.0
2023-01-30,Mocha,Downtown,5,25.0
2023-01-30,Mocha,Uptown,4,20.0
2023-01-30,Latte,Uptown,4,18.0
2023-01-30,Espresso,Downtown,3,9.0
2023-01-30,Latte,Suburb,1,4.5
2023-01-30,Latte,Uptown,1,4.5
2023-01-30,Cappuccino,Suburb,2,8.0
2023-01-30,Americano,Downtown,5,17.5
2023-01-30,Cappuccino,Uptown,5,20.0
2023-01-30,Mocha,Uptown,2,10.0
2023-01-31,Mocha,Suburb,2,10.0
2023-01-31,Cappuccino,Suburb,4,16.0
2023-01-31,Mocha,Downtown,5,25.0
2023-01-31,Cappuccino,Uptown,5,20.0
2023-01-31,Mocha,Uptown,1,5.0
2023-01-31,Cappuccino,Downtown,3,12.0
2023-01-31,Latte,Suburb,1,4.5
2023-01-31,Americano,Downtown,3,10.5
2023-01-31,Espresso,Downtown,4,12.0
2023-01-31,Latte,Uptown,4,18.0
2023-01-31,Americano,Suburb,3,10.5
2023-01-31,Americano,Uptown,5,17.5
2023-01-31,Mocha,Suburb,1,5.0
2023-01-31,Espresso,Uptown,4,12.0
2023-01-31,Americano,Downtown,3,10.5
2023-01-31,Americano,Suburb,1,3.5
2023-01-31,Cappuccino,Uptown,1,4.0
2023-01-31,Cappuccino,Uptown,1,4.0
2023-01-31,Cappuccino,Uptown,2,8.0
2023-01-31,Americano,Uptown,4,14.0
2023-01-31,Americano,Downtown,5,17.5
2023-01-31,Mocha,Uptown,2,10.0
2023-01-31,Mocha,Suburb,5,25.0
2023-01-31,Cappuccino,Suburb,2,8.0
2023-01-31,Mocha,Uptown,2,10.0
2023-01-31,Cappuccino,Uptown,4,16.0
2023-01-31,Americano,Downtown,3,10.5
2023-01-31,Latte,Uptown,2,9.0
2023-01-31,Cappuccino,Uptown,5,20.0
2023-01-31,Americano,Suburb,4,14.0
2023-01-31,Mocha,Suburb,4,20.0
2023-01-31,Mocha,Suburb,4,20.0
2023-01-31,Mocha,Downtown,1,5.0
2023-01-31,Americano,Downtown,2,7.0
2023-01-31,Espresso,Downtown,3,9.0
2023-01-31,Cappuccino,Suburb,3,12.0
2023-01-31,Cappuccino,Uptown,5,20.0
2023-01-31,Mocha,Suburb,5,25.0
2023-01-31,Latte,Suburb,1,4.5
2023-01-31,Espresso,Suburb,3,9.0
2023-01-31,Americano,Downtown,4,14.0
2023-01-31,Americano,Downtown,4,14.0
2023-01-31,Latte,Suburb,2,9.0
2023-01-31,Espresso,Downtown,4,12.0
2023-01-31,Espresso,Uptown,1,3.0
2023-02-01,Latte,Downtown,2,9.0
2023-02-01,Americano,Suburb,3,10.5
2023-02-01,Americano,Suburb,4,14.0
2023-02-01,Cappuccino,Suburb,2,8.0
2023-02-01,Cappuccino,Downtown,1,4.0
2023-02-01,Americano,Uptown,5,17.5
2023-02-01,Espresso,Suburb,5,15.0
2023-02-01,Cappuccino,Uptown,3,12.0
2023-02-01,Espresso,Suburb,3,9.0
2023-02-01,Americano,Suburb,1,3.5
2023-02-01,Cappuccino,Uptown,1,4.0
2023-02-01,Espresso,Suburb,2,6.0
2023-02-01,Cappuccino,Downtown,2,8.0
2023-02-01,Espresso,Downtown,4,12.0
2023-02-01,Mocha,Downtown,5,25.0
2023-02-01,Espresso,Suburb,4,12.0
2023-02-01,Mocha,Uptown,1,5.0
2023-02-01,Latte,Uptown,5,22.5
2023-02-01,Espresso,Suburb,3,9.0
2023-02-01,Mocha,Uptown,3,15.0
2023-02-01,Americano,Downtown,1,3.5
2023-02-01,Mocha,Suburb,3,15.0
2023-02-01,Latte,Suburb,4,18.0
2023-02-01,Cappuccino,Uptown,2,8.0
2023-02-01,Mocha,Uptown,3,15.0
2023-02-01,Espresso,Uptown,5,15.0
2023-02-01,Americano,Downtown,5,17.5
2023-02-01,Mocha,Uptown,1,5.0
2023-02-01,Latte,Downtown,4,18.0
2023-02-01,Latte,Downtown,2,9.0
2023-02-01,Mocha,Uptown,1,5.0
2023-02-01,Mocha,Downtown,2,10.0
2023-02-01,Espresso,Downtown,3,9.0
2023-02-01,Latte,Suburb,3,13.5
2023-02-02,Latte,Uptown,2,9.0
2023-02-02,Latte,Uptown,3,13.5
2023-02-02,Cappuccino,Uptown,1,4.0
2023-02-02,Latte,Downtown,2,9.0
2023-02-02,Mocha,Downtown,2,10.0
2023-02-02,Americano,Downtown,5,17.5
2023-02-02,Mocha,Downtown,1,5.0
2023-02-02,Espresso,Downtown,4,12.0
2023-02-02,Cappuccino,Uptown,1,4.0
2023-02-02,Cappuccino,Uptown,1,4.0
2023-02-02,Latte,Downtown,3,13.5
2023-02-02,Espresso,Uptown,2,6.0
2023-02-02,Mocha,Downtown,2,10.0
2023-02-02,Latte,Suburb,5,22.5
2023-02-02,Latte,Suburb,2,9.0
2023-02-02,Mocha,Uptown,2,10.0
2023-02-02,Cappuccino,Uptown,5,20.0
2023-02-02,Mocha,Downtown,1,5.0
2023-02-02,Latte,Downtown,1,4.5
2023-02-02,Americano,Suburb,4,14.0
2023-02-02,Espresso,Uptown,3,9.0
2023-02-02,Cappuccino,Downtown,3,12.0
2023-02-02,Latte,Downtown,5,22.5
2023-02-02,Americano,Suburb,5,17.5
2023-02-02,Espresso,Suburb,1,3.0
2023-02-02,Espresso,Downtown,5,15.0
2023-02-02,Americano,Suburb,2,7.0
2023-02-02,Mocha,Uptown,1,5.0
2023-02-03,Cappuccino,Uptown,4,16.0
2023-02-03,Latte,Downtown,4,18.0
2023-02-03,Americano,Downtown,5,17.5
2023-02-03,Latte,Uptown,3,13.5
2023-02-03,Cappuccino,Uptown,5,20.0
2023-02-03,Mocha,Uptown,5,25.0
2023-02-03,Cappuccino,Uptown,1,4.0
2023-02-03,Latte,Suburb,1,4.5
2023-02-03,Latte,Uptown,2,9.0
2023-02-03,Latte,Downtown,4,18.0
2023-02-03,Americano,Uptown,5,17.5
2023-02-03,Mocha,Uptown,4,20.0
2023-02-03,Latte,Suburb,5,22.5
2023-02-03,Americano,Suburb,2,7.0
2023-02-03,Espresso,Downtown,3,9.0
2023-02-03,Latte,Suburb,2,9.0
2023-02-03,Cappuccino,Suburb,3,12.0
2023-02-03,Mocha,Suburb,1,5.0
2023-02-03,Espresso,Suburb,4,12.0
2023-02-03,Cappuccino,Downtown,2,8.0
2023-02-03,Latte,Uptown,1,4.5
2023-02-03,Mocha,Suburb,5,25.0
2023-02-03,Latte,Uptown,2,9.0
2023-02-03,Latte,Downtown,2,9.0
2023-02-03,Latte,Downtown,4,18.0
2023-02-03,Espresso,Suburb,5,15.0
2023-02-03,Espresso,Downtown,3,9.0
2023-02-03,Cappuccino,Suburb,3,12.0
2023-02-03,Latte,Downtown,3,13.5
2023-02-03,Mocha,Uptown,5,25.0
2023-02-03,Latte,Uptown,5,22.5
2023-02-03,Latte,Uptown,4,18.0
2023-02-03,Americano,Uptown,1,3.5
2023-02-03,Mocha,Suburb,2,10.0
2023-02-03,Espresso,Downtown,3,9.0
2023-02-03,Latte,Suburb,1,4.5
2023-02-03,Cappuccino,Suburb,5,20.0
2023-02-03,Latte,Downtown,1,4.5
2023-02-03,Cappuccino,Downtown,4,16.0
2023-02-03,Espresso,Uptown,2,6.0
2023-02-03,Cappuccino,Downtown,5,20.0
2023-02-03,Mocha,Downtown,3,15.0
2023-02-03,Cappuccino,Uptown,3,12.0
2023-02-03,Espresso,Downtown,5,15.0
2023-02-03,Espresso,Downtown,5,15.0
2023-02-04,Latte,Downtown,2,9.0
2023-02-04,Americano,Downtown,4,14.0
2023-02-04,Latte,Uptown,3,13.5
2023-02-04,Espresso,Uptown,1,3.0
2023-02-04,Americano,Uptown,1,3.5
2023-02-04,Espresso,Downtown,3,9.0
2023-02-04,Americano,Uptown,5,17.5
2023-02-04,Cappuccino,Uptown,3,12.0
2023-02-04,Americano,Uptown,2,7.0
2023-02-04,Americano,Downtown,2,7.0
2023-02-04,Latte,Uptown,1,4.5
2023-02-04,Cappuccino,Suburb,3,12.0
2023-02-04,Latte,Uptown,1,4.5
2023-02-04,Mocha,Suburb,3,15.0
2023-02-04,Latte,Downtown,5,22.5
2023-02-04,Cappuccino,Uptown,4,16.0
2023-02-04,Latte,Downtown,3,13.5
2023-02-04,Latte,Downtown,2,9.0
2023-02-04,Americano,Uptown,3,10.5
2023-02-04,Mocha,Suburb,1,5.0
2023-02-04,Americano,Downtown,5,17.5
2023-02-04,Cappuccino,Suburb,4,16.0
2023-02-04,Latte,Suburb,5,22.5
2023-02-04,Latte,Uptown,2,9.0
2023-02-04,Cappuccino,Uptown,3,12.0
2023-02-04,Espresso,Uptown,3,9.0
